TimePeriod,,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean,Indicator,IndicatorID
Annual Average 2016,,109,6,Morningside Heights and Hamilton Heights (CD9),20.6,23,22,NO2,375
Annual Average 2016,,110,6,Central Harlem (CD10),20.6,23.7,22.3,NO2,375
Annual Average 2016,,111,6,East Harlem (CD11),20.3,23.3,22.1,NO2,375
Annual Average 2016,,112,6,Washington Heights and Inwood (CD12),15.8,22.5,19.4,NO2,375
Annual Average 2016,,201,6,Mott Haven and Melrose (CD1),19.9,21.7,20.8,NO2,375
Annual Average 2016,,202,6,Hunts Point and Longwood (CD2),17.2,21.8,19.8,NO2,375
Annual Average 2016,,203,6,Morrisania and Crotona (CD3),18.4,21.2,20.1,NO2,375
Annual Average 2016,,204,6,Highbridge and Concourse (CD4),20,22.3,21.2,NO2,375
Annual Average 2016,,205,6,Fordham and University Heights (CD5),19.5,22.5,21.2,NO2,375
Annual Average 2016,,206,6,Belmont and East Tremont (CD6),17.8,21.3,19.9,NO2,375
Annual Average 2016,,207,6,Kingsbridge Heights and Bedford (CD7),17.6,20.8,19.1,NO2,375
Annual Average 2016,,208,6,Riverdale and Fieldston (CD8),13.5,19.4,16,NO2,375
Annual Average 2016,,209,6,Parkchester and Soundview (CD9),15.6,21.1,18.8,NO2,375
Annual Average 2016,,210,6,Throgs Neck and Co-op City (CD10),14.4,19.7,17.2,NO2,375
Annual Average 2016,,211,6,Morris Park and Bronxdale (CD11),16.8,19,17.9,NO2,375
Annual Average 2016,,212,6,Williamsbridge and Baychester (CD12),14.4,18.5,16.9,NO2,375
Annual Average 2016,,301,6,Greenpoint and Williamsburg (CD1),20,22.9,21.4,NO2,375
Annual Average 2016,,302,6,Fort Greene and Brooklyn Heights (CD2),20.5,24.1,22.2,NO2,375
Annual Average 2016,,303,6,Bedford Stuyvesant (CD3),19.7,21.8,20.8,NO2,375
Annual Average 2016,,304,6,Bushwick (CD4),17.2,21.1,19.8,NO2,375
Annual Average 2016,,305,6,East New York and Starrett City (CD5),14.4,19.9,17.8,NO2,375
Annual Average 2016,,306,6,Park Slope and Carroll Gardens (CD6),19,22.8,21.2,NO2,375
Annual Average 2016,,307,6,Sunset Park (CD7),15.8,22.1,19.4,NO2,375
Annual Average 2016,,308,6,Crown Heights and Prospect Heights (CD8),19.7,21.9,20.7,NO2,375
Annual Average 2016,,309,6,South Crown Heights and Lefferts Gardens (CD9),19.2,20.9,20.1,NO2,375
Annual Average 2016,,310,6,Bay Ridge and Dyker Heights (CD10),15.2,20.8,18.5,NO2,375
Annual Average 2016,,311,6,Bensonhurst (CD11),16.8,19,18,NO2,375
Annual Average 2016,,312,6,Borough Park (CD12),17.6,20.3,19.1,NO2,375
Annual Average 2016,,313,6,Coney Island (CD13),12.5,16.2,14.6,NO2,375
Annual Average 2016,,314,6,Flatbush and Midwood (CD14),17.1,19.8,18.3,NO2,375
Annual Average 2016,,315,6,Sheepshead Bay (CD15),13.2,17.7,15.9,NO2,375
Annual Average 2016,,316,6,Brownsville (CD16),18.3,20,19.3,NO2,375
Annual Average 2016,,317,6,East Flatbush (CD17),17.5,20.5,18.9,NO2,375
Annual Average 2016,,318,6,Flatlands and Canarsie (CD18),10.7,18.1,15.4,NO2,375
Annual Average 2016,,401,6,Long Island City and Astoria (CD1),17.8,21.8,20.1,NO2,375
Annual Average 2016,,402,6,Woodside and Sunnyside (CD2),18.9,22.1,20.8,NO2,375
Annual Average 2016,,403,6,Jackson Heights (CD3),19.1,21.3,20.3,NO2,375
Annual Average 2016,,404,6,Elmhurst and Corona (CD4),20.3,22.4,21.2,NO2,375
Annual Average 2016,,405,6,Ridgewood and Maspeth (CD5),15.4,21,18.8,NO2,375
Annual Average 2016,,406,6,Rego Park and Forest Hills (CD6),17,21.6,19.3,NO2,375
Annual Average 2016,,407,6,Flushing and Whitestone (CD7),16.1,20.2,18.2,NO2,375
Annual Average 2016,,408,6,Hillcrest and Fresh Meadows (CD8),15,19.3,17.6,NO2,375
Annual Average 2016,,409,6,Kew Gardens and Woodhaven (CD9),17.3,19.8,18.7,NO2,375
Annual Average 2016,,410,6,South Ozone Park and Howard Beach (CD10),14.9,18.8,17.2,NO2,375
Annual Average 2016,,411,6,Bayside and Little Neck (CD11),14,19,16.8,NO2,375
Annual Average 2016,,412,6,Jamaica and Hollis (CD12),16.3,19.6,17.6,NO2,375
Annual Average 2016,,413,6,Queens Village (CD13),14.6,17.7,16.2,NO2,375
Annual Average 2016,,414,6,Rockaway and Broad Channel (CD14),9.2,13.3,11.6,NO2,375
Annual Average 2016,,501,6,St. George and Stapleton (CD1),14.6,18.6,16.9,NO2,375
Annual Average 2016,,502,6,South Beach and Willowbrook (CD2),10.9,16.1,13.4,NO2,375
Annual Average 2016,,503,6,Tottenville and Great Kills (CD3),9.2,13.5,11.4,NO2,375
Annual Average 2016,,101,4,Kingsbridge - Riverdale,13.5,19.5,16,NO2,375
Annual Average 2016,,102,4,Northeast Bronx,16.1,18.7,17.5,NO2,375
Annual Average 2016,,103,4,Fordham - Bronx Pk,14.1,20.8,17.9,NO2,375
Annual Average 2016,,104,4,Pelham - Throgs Neck,15.1,20.4,17.9,NO2,375
Annual Average 2016,,105,4,Crotona -Tremont,18.6,22,20.4,NO2,375
Annual Average 2016,,106,4,High Bridge - Morrisania,20,22.2,21.1,NO2,375
Annual Average 2016,,107,4,Hunts Point - Mott Haven,17.5,21.7,19.9,NO2,375
Annual Average 2016,,201,4,Greenpoint,19.9,23.1,21.4,NO2,375
Annual Average 2016,,202,4,Downtown - Heights - Slope,19.6,23.5,21.6,NO2,375
Annual Average 2016,,203,4,Bedford Stuyvesant - Crown Heights,19,21.5,20.2,NO2,375
Annual Average 2016,,204,4,East New York,15.5,19.9,18.3,NO2,375
Annual Average 2016,,205,4,Sunset Park,15.8,21.9,19.3,NO2,375
Annual Average 2016,,206,4,Borough Park,17.5,20.1,18.9,NO2,375
Annual Average 2016,,207,4,East Flatbush - Flatbush,17.4,20.6,18.9,NO2,375
Annual Average 2016,,208,4,Canarsie - Flatlands,10.7,18.2,15.3,NO2,375
Annual Average 2016,,209,4,Bensonhurst - Bay Ridge,14.7,20.2,17.8,NO2,375
Annual Average 2016,,210,4,Coney Island - Sheepshead Bay,13.1,17.7,15.6,NO2,375
Annual Average 2016,,211,4,Williamsburg - Bushwick,20.1,21.6,20.8,NO2,375
Annual Average 2016,,301,4,Washington Heights,16.4,22.6,19.8,NO2,375
Annual Average 2016,,302,4,Central Harlem - Morningside Heights,20.6,23.6,22.2,NO2,375
Annual Average 2016,,303,4,East Harlem,20.3,23.4,22.2,NO2,375
Annual Average 2016,,304,4,Upper West Side,21.3,24.6,23.1,NO2,375
Annual Average 2016,,305,4,Upper East Side,20.5,28.1,24.8,NO2,375
Annual Average 2016,,306,4,Chelsea - Clinton,24.1,32.7,28.4,NO2,375
Annual Average 2016,,307,4,Gramercy Park - Murray Hill,26.3,33.2,30.1,NO2,375
Annual Average 2016,,308,4,Greenwich Village - SoHo,23.9,27.4,25.9,NO2,375
Annual Average 2016,,309,4,Union Square - Lower East Side,21.1,27.9,24.5,NO2,375
Annual Average 2016,,310,4,Lower Manhattan,24.6,27.6,26.1,NO2,375
Annual Average 2016,,401,4,Long Island City - Astoria,19.2,22,20.9,NO2,375
Annual Average 2016,,402,4,West Queens,19.1,21.7,20.5,NO2,375
Annual Average 2016,,403,4,Flushing - Clearview,16.4,20,18.2,NO2,375
Annual Average 2016,,404,4,Bayside - Little Neck,13.9,19,16.4,NO2,375
Annual Average 2016,,405,4,Ridgewood - Forest Hills,15.7,20.9,18.6,NO2,375
Annual Average 2016,,406,4,Fresh Meadows,16.4,19.4,18.1,NO2,375
Annual Average 2016,,407,4,Southwest Queens,16.1,19.3,17.8,NO2,375
Annual Average 2016,,408,4,Jamaica,15.9,19.4,17.6,NO2,375
Annual Average 2016,,409,4,Southeast Queens,14.6,17.7,16.2,NO2,375
Annual Average 2016,,410,4,Rockaways,9.5,13.3,11.7,NO2,375
Annual Average 2016,,501,4,Port Richmond,15.3,18.9,17.5,NO2,375
Annual Average 2016,,502,4,Stapleton - St. George,11.6,17.7,14.9,NO2,375
Annual Average 2016,,503,4,Willowbrook,11.4,16.9,14.1,NO2,375
Annual Average 2016,,504,4,South Beach - Tottenville,9.3,13.5,11.5,NO2,375
Annual Average 2016,,101,3,Kingsbridge - Riverdale,13.5,19.5,16,NO2,375
Annual Average 2016,,102,3,Northeast Bronx,16.1,18.7,17.5,NO2,375
Annual Average 2016,,103,3,Fordham - Bronx Pk,14.1,20.8,17.9,NO2,375
Annual Average 2016,,104,3,Pelham - Throgs Neck,15.1,20.4,17.9,NO2,375
Annual Average 2016,,201,3,Greenpoint,19.9,23.1,21.4,NO2,375
Annual Average 2016,,202,3,Downtown - Heights - Slope,19.6,23.5,21.6,NO2,375
Annual Average 2016,,203,3,Bedford Stuyvesant - Crown Heights,19,21.5,20.2,NO2,375
Annual Average 2016,,204,3,East New York,15.5,19.9,18.3,NO2,375
Annual Average 2016,,205,3,Sunset Park,15.9,21.9,19.3,NO2,375
Annual Average 2016,,206,3,Borough Park,17.5,20.1,18.9,NO2,375
Annual Average 2016,,207,3,East Flatbush - Flatbush,17.4,20.6,18.9,NO2,375
Annual Average 2016,,208,3,Canarsie - Flatlands,10.7,18.2,15.3,NO2,375
Annual Average 2016,,209,3,Bensonhurst - Bay Ridge,14.7,20.2,17.8,NO2,375
Annual Average 2016,,210,3,Coney Island - Sheepshead Bay,13.1,17.7,15.6,NO2,375
Annual Average 2016,,211,3,Williamsburg - Bushwick,20.1,21.6,20.8,NO2,375
Annual Average 2016,,301,3,Washington Heights,16.4,22.6,19.8,NO2,375
Annual Average 2016,,302,3,Central Harlem - Morningside Heights,20.6,23.6,22.2,NO2,375
Annual Average 2016,,303,3,East Harlem,20.3,23.4,22.2,NO2,375
Annual Average 2016,,304,3,Upper West Side,21.3,24.6,23.1,NO2,375
Annual Average 2016,,401,3,Long Island City - Astoria,19.2,22,20.9,NO2,375
Annual Average 2016,,402,3,West Queens,19.1,21.7,20.5,NO2,375
Annual Average 2016,,403,3,Flushing - Clearview,16.4,20,18.2,NO2,375
Annual Average 2016,,405,3,Ridgewood - Forest Hills,15.7,20.9,18.6,NO2,375
Annual Average 2016,,407,3,Southwest Queens,16.1,19.3,17.8,NO2,375
Annual Average 2016,,408,3,Jamaica,15.9,19.4,17.6,NO2,375
Annual Average 2016,,409,3,Southeast Queens,14.6,17.7,16.2,NO2,375
Annual Average 2016,,410,3,Rockaways,9.5,13.3,11.7,NO2,375
Annual Average 2016,,305307,3,Upper East Side-Gramercy,22.4,32.3,27.3,NO2,375
Annual Average 2016,,306308,3,Chelsea-Village  ,24,31.9,27.6,NO2,375
Annual Average 2016,,309310,3,Union Square-Lower Manhattan,21.5,27.7,25,NO2,375
Annual Average 2016,,404406,3,Bayside Little Neck-Fresh Meadows,14.2,19.2,17.1,NO2,375
Annual Average 2016,,501502,3,Northern SI,12.1,18.5,15.8,NO2,375
Annual Average 2016,,503504,3,Southern SI,9.8,15.5,12.5,NO2,375
Annual Average 2016,,105106107,3,South Bronx,18.1,22,20.4,NO2,375
Annual Average 2016,,1,1,Bronx,15.1,21.3,18.4,NO2,375
Annual Average 2016,,2,1,Brooklyn,14.7,21.6,18.5,NO2,375
Annual Average 2016,,3,1,Manhattan,19.9,29.9,24.4,NO2,375
Annual Average 2016,,4,1,Queens,14,20.9,17.6,NO2,375
Annual Average 2016,,5,1,Staten Island,10.3,17.5,13.5,NO2,375
Annual Average 2016,,1,0,New York City,12.2,21.7,17.6,NO2,375
Summer 2016,,101,6,Financial District (CD1),21.1,24.3,22.8,NO2,375
Summer 2016,,102,6,Greenwich Village and Soho (CD2),19.9,23.7,22.2,NO2,375
Summer 2016,,103,6,Lower East Side and Chinatown (CD3),16.4,23.2,19.9,NO2,375
Summer 2016,,104,6,Clinton and Chelsea (CD4),19.2,26.7,23,NO2,375
Summer 2016,,105,6,Midtown (CD5),26.1,31.4,28.8,NO2,375
Summer 2016,,106,6,Stuyvesant Town and Turtle Bay (CD6),20,29.1,24.9,NO2,375
Summer 2016,,107,6,Upper West Side (CD7),17.2,20.6,19.1,NO2,375
Summer 2016,,108,6,Upper East Side (CD8),16,24.8,20.9,NO2,375
Summer 2016,,109,6,Morningside Heights and Hamilton Heights (CD9),16.5,19,18,NO2,375
Summer 2016,,110,6,Central Harlem (CD10),16.6,19.7,18.2,NO2,375
Summer 2016,,111,6,East Harlem (CD11),15.9,19,17.7,NO2,375
Summer 2016,,112,6,Washington Heights and Inwood (CD12),12.4,18.7,15.8,NO2,375
Summer 2016,,201,6,Mott Haven and Melrose (CD1),15.5,17.4,16.5,NO2,375
Summer 2016,,202,6,Hunts Point and Longwood (CD2),12.8,17.7,15.5,NO2,375
Summer 2016,,203,6,Morrisania and Crotona (CD3),14.6,17.3,16.2,NO2,375
Summer 2016,,204,6,Highbridge and Concourse (CD4),16.1,18.6,17.3,NO2,375
Summer 2016,,205,6,Fordham and University Heights (CD5),15.9,18.9,17.7,NO2,375
Summer 2016,,206,6,Belmont and East Tremont (CD6),14.3,17.7,16.3,NO2,375
Summer 2016,,207,6,Kingsbridge Heights and Bedford (CD7),14.5,17.6,16,NO2,375
Summer 2016,,208,6,Riverdale and Fieldston (CD8),10.5,16.2,13,NO2,375
Summer 2016,,209,6,Parkchester and Soundview (CD9),11.5,17.3,14.9,NO2,375
Summer 2016,,210,6,Throgs Neck and Co-op City (CD10),10.6,16.4,13.8,NO2,375
Summer 2016,,211,6,Morris Park and Bronxdale (CD11),13.4,15.6,14.6,NO2,375
Summer 2016,,212,6,Williamsbridge and Baychester (CD12),11.5,15.5,14.1,NO2,375
Summer 2016,,301,6,Greenpoint and Williamsburg (CD1),15,18.2,16.5,NO2,375
Summer 2016,,302,6,Fort Greene and Brooklyn Heights (CD2),16.1,20,17.8,NO2,375
Summer 2016,,303,6,Bedford Stuyvesant (CD3),14.8,17.2,16,NO2,375
Summer 2016,,304,6,Bushwick (CD4),12,16.2,14.8,NO2,375
Summer 2016,,305,6,East New York and Starrett City (CD5),9.1,14.7,12.6,NO2,375
Summer 2016,,306,6,Park Slope and Carroll Gardens (CD6),14.8,18.6,16.9,NO2,375
Summer 2016,,307,6,Sunset Park (CD7),11.4,17.9,15.1,NO2,375
Summer 2016,,308,6,Crown Heights and Prospect Heights (CD8),14.8,17.4,16,NO2,375
Summer 2016,,309,6,South Crown Heights and Lefferts Gardens (CD9),14.4,16.2,15.4,NO2,375
Summer 2016,,310,6,Bay Ridge and Dyker Heights (CD10),10.7,16.6,14.3,NO2,375
Summer 2016,,311,6,Bensonhurst (CD11),12,14.4,13.3,NO2,375
Summer 2016,,312,6,Borough Park (CD12),12.8,15.9,14.6,NO2,375
Summer 2016,,313,6,Coney Island (CD13),7.4,11.1,9.5,NO2,375
Summer 2016,,314,6,Flatbush and Midwood (CD14),12.2,15.2,13.5,NO2,375
Summer 2016,,315,6,Sheepshead Bay (CD15),7.7,12.7,10.7,NO2,375
Summer 2016,,316,6,Brownsville (CD16),13.2,15,14.2,NO2,375
Summer 2016,,317,6,East Flatbush (CD17),12.5,15.6,14,NO2,375
Summer 2016,,318,6,Flatlands and Canarsie (CD18),5.1,12.9,10,NO2,375
Summer 2016,,401,6,Long Island City and Astoria (CD1),13,17,15.2,NO2,375
Summer 2016,,402,6,Woodside and Sunnyside (CD2),13.8,17.2,15.8,NO2,375
Summer 2016,,403,6,Jackson Heights (CD3),14.3,16.5,15.5,NO2,375
Summer 2016,,404,6,Elmhurst and Corona (CD4),15.4,17.5,16.4,NO2,375
Summer 2016,,405,6,Ridgewood and Maspeth (CD5),10.2,15.9,13.7,NO2,375
Summer 2016,,406,6,Rego Park and Forest Hills (CD6),12.1,16.9,14.5,NO2,375
Summer 2016,,407,6,Flushing and Whitestone (CD7),12,15.8,14,NO2,375
Summer 2016,,408,6,Hillcrest and Fresh Meadows (CD8),10.9,14.8,13.3,NO2,375
Summer 2016,,409,6,Kew Gardens and Woodhaven (CD9),12.4,14.9,13.8,NO2,375
Summer 2016,,410,6,South Ozone Park and Howard Beach (CD10),9.6,13.9,12.1,NO2,375
Summer 2016,,411,6,Bayside and Little Neck (CD11),10.4,15.2,13,NO2,375
Summer 2016,,412,6,Jamaica and Hollis (CD12),11.8,15.2,13.2,NO2,375
Summer 2016,,413,6,Queens Village (CD13),10.4,13.9,12.2,NO2,375
Summer 2016,,414,6,Rockaway and Broad Channel (CD14),3.7,8.1,6.1,NO2,375
Summer 2016,,501,6,St. George and Stapleton (CD1),10.8,15,13.1,NO2,375
Summer 2016,,502,6,South Beach and Willowbrook (CD2),6.6,12.1,9.3,NO2,375
Summer 2016,,503,6,Tottenville and Great Kills (CD3),4,8.8,6.6,NO2,375
Summer 2016,,101,4,Kingsbridge - Riverdale,10.5,16.3,13,NO2,375
Summer 2016,,102,4,Northeast Bronx,13.3,15.8,14.6,NO2,375
Summer 2016,,103,4,Fordham - Bronx Pk,11.1,17.5,14.8,NO2,375
Summer 2016,,104,4,Pelham - Throgs Neck,11.3,16.7,14.2,NO2,375
Summer 2016,,105,4,Crotona -Tremont,14.9,18.4,16.7,NO2,375
Summer 2016,,106,4,High Bridge - Morrisania,16.1,18.4,17.1,NO2,375
Summer 2016,,107,4,Hunts Point - Mott Haven,12.9,17.5,15.6,NO2,375
Summer 2016,,201,4,Greenpoint,14.9,18.4,16.6,NO2,375
Summer 2016,,202,4,Downtown - Heights - Slope,15.2,19.3,17.3,NO2,375
Summer 2016,,203,4,Bedford Stuyvesant - Crown Heights,14,16.9,15.4,NO2,375
Summer 2016,,204,4,East New York,10.3,14.8,13.1,NO2,375
Summer 2016,,205,4,Sunset Park,11.4,17.8,15.1,NO2,375
Summer 2016,,206,4,Borough Park,12.7,15.7,14.2,NO2,375
Summer 2016,,207,4,East Flatbush - Flatbush,12.4,15.8,14,NO2,375
Summer 2016,,208,4,Canarsie - Flatlands,5.2,13,10,NO2,375
Summer 2016,,209,4,Bensonhurst - Bay Ridge,10,15.9,13.3,NO2,375
Summer 2016,,210,4,Coney Island - Sheepshead Bay,7.7,12.7,10.4,NO2,375
Summer 2016,,211,4,Williamsburg - Bushwick,15.1,16.8,15.9,NO2,375
Summer 2016,,301,4,Washington Heights,12.9,18.7,16.2,NO2,375
Summer 2016,,302,4,Central Harlem - Morningside Heights,16.5,19.5,18.1,NO2,375
Summer 2016,,303,4,East Harlem,15.8,19.1,17.8,NO2,375
Summer 2016,,304,4,Upper West Side,17.2,20.6,19.1,NO2,375
Summer 2016,,305,4,Upper East Side,16,24.5,20.8,NO2,375
Summer 2016,,306,4,Chelsea - Clinton,20,30.1,25,NO2,375
Summer 2016,,307,4,Gramercy Park - Murray Hill,22.5,30.6,26.9,NO2,375
Summer 2016,,308,4,Greenwich Village - SoHo,19.9,23.8,22.2,NO2,375
Summer 2016,,309,4,Union Square - Lower East Side,16.6,24.2,20.4,NO2,375
Summer 2016,,310,4,Lower Manhattan,21.1,24.3,22.8,NO2,375
Summer 2016,,401,4,Long Island City - Astoria,14.3,17.2,16,NO2,375
Summer 2016,,402,4,West Queens,14.2,16.8,15.6,NO2,375
Summer 2016,,403,4,Flushing - Clearview,12.3,15.7,14.1,NO2,375
Summer 2016,,404,4,Bayside - Little Neck,10.3,15.2,12.7,NO2,375
Summer 2016,,405,4,Ridgewood - Forest Hills,10.6,16,13.6,NO2,375
Summer 2016,,406,4,Fresh Meadows,12.1,15,13.7,NO2,375
Summer 2016,,407,4,Southwest Queens,10.9,14.4,12.8,NO2,375
Summer 2016,,408,4,Jamaica,11.5,15,13.1,NO2,375
Summer 2016,,409,4,Southeast Queens,10.4,13.9,12.1,NO2,375
Summer 2016,,410,4,Rockaways,3.9,8.1,6.2,NO2,375
Summer 2016,,501,4,Port Richmond,11.7,15.3,13.9,NO2,375
Summer 2016,,502,4,Stapleton - St. George,7.5,13.8,10.9,NO2,375
Summer 2016,,503,4,Willowbrook,7.2,13.1,10.2,NO2,375
Summer 2016,,504,4,South Beach - Tottenville,4.2,8.9,6.7,NO2,375
Summer 2016,,101,3,Kingsbridge - Riverdale,10.5,16.3,13,NO2,375
Summer 2016,,102,3,Northeast Bronx,13.3,15.8,14.6,NO2,375
Summer 2016,,103,3,Fordham - Bronx Pk,11.1,17.5,14.8,NO2,375
Summer 2016,,104,3,Pelham - Throgs Neck,11.3,16.7,14.2,NO2,375
Summer 2016,,201,3,Greenpoint,14.9,18.4,16.6,NO2,375
Summer 2016,,202,3,Downtown - Heights - Slope,15.2,19.3,17.3,NO2,375
Summer 2016,,203,3,Bedford Stuyvesant - Crown Heights,14,16.9,15.4,NO2,375
Summer 2016,,204,3,East New York,10.3,14.8,13.1,NO2,375
Summer 2016,,205,3,Sunset Park,11.4,17.8,15.1,NO2,375
Summer 2016,,206,3,Borough Park,12.7,15.7,14.2,NO2,375
Summer 2016,,207,3,East Flatbush - Flatbush,12.4,15.8,14,NO2,375
Summer 2016,,208,3,Canarsie - Flatlands,5.2,13,10,NO2,375
Summer 2016,,209,3,Bensonhurst - Bay Ridge,10,15.9,13.3,NO2,375
Summer 2016,,210,3,Coney Island - Sheepshead Bay,7.7,12.7,10.4,NO2,375
Summer 2016,,211,3,Williamsburg - Bushwick,15.1,16.8,15.9,NO2,375
Summer 2016,,301,3,Washington Heights,12.9,18.7,16.2,NO2,375
Summer 2016,,302,3,Central Harlem - Morningside Heights,16.5,19.5,18.1,NO2,375
Summer 2016,,303,3,East Harlem,15.8,19.1,17.8,NO2,375
Summer 2016,,304,3,Upper West Side,17.2,20.6,19.1,NO2,375
Summer 2016,,401,3,Long Island City - Astoria,14.3,17.2,16,NO2,375
Summer 2016,,402,3,West Queens,14.2,16.8,15.6,NO2,375
Summer 2016,,403,3,Flushing - Clearview,12.3,15.7,14.1,NO2,375
Summer 2016,,405,3,Ridgewood - Forest Hills,10.6,16,13.6,NO2,375
Summer 2016,,407,3,Southwest Queens,10.9,14.4,12.8,NO2,375
Summer 2016,,408,3,Jamaica,11.5,15,13.1,NO2,375
Summer 2016,,409,3,Southeast Queens,10.4,13.9,12.1,NO2,375
Summer 2016,,410,3,Rockaways,3.9,8.1,6.2,NO2,375
Summer 2016,,305307,3,Upper East Side-Gramercy,18.1,29.5,23.7,NO2,375
Summer 2016,,306308,3,Chelsea-Village  ,19.9,29.2,24,NO2,375
Summer 2016,,309310,3,Union Square-Lower Manhattan,17.1,24.3,21.2,NO2,375
Summer 2016,,404406,3,Bayside Little Neck-Fresh Meadows,10.5,15.2,13.1,NO2,375
Summer 2016,,501502,3,Northern SI,8,14.9,11.9,NO2,375
Summer 2016,,503504,3,Southern SI,4.7,11.6,8,NO2,375
Summer 2016,,105106107,3,South Bronx,13.8,18.1,16.4,NO2,375
Summer 2016,,1,1,Bronx,11.8,17.5,14.9,NO2,375
Summer 2016,,2,1,Brooklyn,9.5,17.1,13.6,NO2,375
Summer 2016,,3,1,Manhattan,16,26.7,20.6,NO2,375
Summer 2016,,4,1,Queens,9.7,16.1,13.1,NO2,375
Summer 2016,,5,1,Staten Island,5.3,13.8,9.2,NO2,375
Summer 2016,,1,0,New York City,7.4,17.3,13.2,NO2,375
Winter 2015,16,101,6,Financial District (CD1),27.6,30.4,29.1,NO2,375
Winter 2015,16,102,6,Greenwich Village and Soho (CD2),27.2,30.2,29,NO2,375
Winter 2015,16,103,6,Lower East Side and Chinatown (CD3),24.8,30.1,27.5,NO2,375
Winter 2015,16,104,6,Clinton and Chelsea (CD4),26.6,32.4,29.6,NO2,375
Winter 2015,16,105,6,Midtown (CD5),31.5,35.1,33.4,NO2,375
Winter 2015,16,106,6,Stuyvesant Town and Turtle Bay (CD6),27.3,34,31,NO2,375
Winter 2015,16,107,6,Upper West Side (CD7),24.7,27.8,26.4,NO2,375
Winter 2015,16,108,6,Upper East Side (CD8),24.2,31.1,28.1,NO2,375
Winter 2015,16,109,6,Morningside Heights and Hamilton Heights (CD9),24.1,26.4,25.5,NO2,375
Winter 2015,16,110,6,Central Harlem (CD10),24.3,27.2,25.8,NO2,375
Winter 2015,16,111,6,East Harlem (CD11),24.2,27,25.9,NO2,375
Winter 2015,16,112,6,Washington Heights and Inwood (CD12),19.4,26,22.9,NO2,375
Winter 2015,16,201,6,Mott Haven and Melrose (CD1),23.9,25.7,24.8,NO2,375
Winter 2015,16,202,6,Hunts Point and Longwood (CD2),21.6,25.9,23.9,NO2,375
Winter 2015,16,203,6,Morrisania and Crotona (CD3),22.3,25,23.9,NO2,375
Winter 2015,16,204,6,Highbridge and Concourse (CD4),23.7,25.9,24.9,NO2,375
Winter 2015,16,205,6,Fordham and University Heights (CD5),23.1,26.1,24.8,NO2,375
Winter 2015,16,206,6,Belmont and East Tremont (CD6),21.6,25.1,23.6,NO2,375
Winter 2015,16,207,6,Kingsbridge Heights and Bedford (CD7),21.1,24.3,22.7,NO2,375
Winter 2015,16,208,6,Riverdale and Fieldston (CD8),17,22.9,19.5,NO2,375
Winter 2015,16,209,6,Parkchester and Soundview (CD9),20,25.1,22.9,NO2,375
Winter 2015,16,210,6,Throgs Neck and Co-op City (CD10),18.6,23.8,21.4,NO2,375
Winter 2015,16,211,6,Morris Park and Bronxdale (CD11),20.7,22.9,21.8,NO2,375
Winter 2015,16,212,6,Williamsbridge and Baychester (CD12),18.1,22.2,20.6,NO2,375
Winter 2015,16,301,6,Greenpoint and Williamsburg (CD1),24.4,27.1,25.7,NO2,375
Winter 2015,16,302,6,Fort Greene and Brooklyn Heights (CD2),24.6,27.9,26.1,NO2,375
Winter 2015,16,303,6,Bedford Stuyvesant (CD3),24.3,26.1,25.2,NO2,375
Winter 2015,16,304,6,Bushwick (CD4),22.1,25.6,24.5,NO2,375
Winter 2015,16,305,6,East New York and Starrett City (CD5),19.7,25,23,NO2,375
Winter 2015,16,306,6,Park Slope and Carroll Gardens (CD6),23.2,26.8,25.3,NO2,375
Winter 2015,16,307,6,Sunset Park (CD7),20.3,26.4,23.8,NO2,375
Winter 2015,16,308,6,Crown Heights and Prospect Heights (CD8),24.3,26.2,25.2,NO2,375
Winter 2015,16,309,6,South Crown Heights and Lefferts Gardens (CD9),23.9,25.4,24.7,NO2,375
Winter 2015,16,310,6,Bay Ridge and Dyker Heights (CD10),20.1,25.3,23.1,NO2,375
Winter 2015,16,311,6,Bensonhurst (CD11),22,23.9,23.2,NO2,375
Winter 2015,16,312,6,Borough Park (CD12),22.7,24.8,23.9,NO2,375
Winter 2015,16,313,6,Coney Island (CD13),18.3,21.9,20.3,NO2,375
Winter 2015,16,314,6,Flatbush and Midwood (CD14),22.3,24.6,23.3,NO2,375
Winter 2015,16,315,6,Sheepshead Bay (CD15),19.2,23.1,21.6,NO2,375
Winter 2015,16,316,6,Brownsville (CD16),23.2,24.9,24.2,NO2,375
Winter 2015,16,317,6,East Flatbush (CD17),22.6,25.3,23.9,NO2,375
Winter 2015,16,318,6,Flatlands and Canarsie (CD18),16.6,23.4,20.9,NO2,375
Winter 2015,16,401,6,Long Island City and Astoria (CD1),22.1,26,24.4,NO2,375
Winter 2015,16,402,6,Woodside and Sunnyside (CD2),23.4,26.4,25.2,NO2,375
Winter 2015,16,403,6,Jackson Heights (CD3),23.7,25.6,24.8,NO2,375
Winter 2015,16,404,6,Elmhurst and Corona (CD4),24.8,26.9,25.7,NO2,375
Winter 2015,16,405,6,Ridgewood and Maspeth (CD5),20.4,25.6,23.6,NO2,375
Winter 2015,16,406,6,Rego Park and Forest Hills (CD6),21.7,26.1,23.9,NO2,375
Winter 2015,16,407,6,Flushing and Whitestone (CD7),20.6,24.6,22.6,NO2,375
